id,direction_line_text
55287,"Arrastra <span lang=""en-US""><i>(drag)</i></span> cada palabra al dibujo correspondiente."
55290,Haz clic en las palabras para oírlas.
55298,"Arrastra <span lang=""en-US""><i>(drag)</i></span> las frases a las ilustraciones correspondientes."
55301,"Arrastra <span lang=""en-US""><i>(drag)</i></span> cada frase al lugar correspondiente de la ilustración."
55304,Haz clic en las palabras para oírlas.
55308,Arrastra cada frase al dibujo correspondiente.
55311,Arrastra cada palabra al lugar correspondiente del dibujo.
55317,Haz clic en las palabras para oírlas.
55322,Arrastra cada frase al lugar correspondiente del dibujo.
55324,
55332,Arrastra cada frase hacia la ilustración adecuada.
55342,Haz clic en las palabras para oírlas.
55353,Arrastra cada palabra al sitio correspondiente del dibujo.
55358,Haz clic en las palabras para oírlas.
55361,Arrastra cada palabra al lugar correspondiente del dibujo.
55365,Haz clic en las palabras para oírlas.
55368,Arrastra cada frase al sitio correspondiente del dibujo.
55371,Arrastra cada frase al sitio correspondiente del dibujo.
55374,Haz clic en las palabras para oírlas.
55378,Arrastra cada frase hacia la ilustración adecuada.
55382,Haz clic en las palabras para oírlas.
55385,Arrastra cada término al dibujo correspondiente.
55391,Read the descriptions and answer the questions with complete sentences.
55401,
55402,"Answer the questions negatively, indicating that the action has already occurred. Use the verbs in parentheses."
55407,Use the verbs to write sentences in Spanish.
55409,"Complete the sentences with <b>que</b>, <b>quien</b>, or <b>quienes</b>."
55412,Answer the questions using the words in parentheses.
55415,Complete the sentences with <b>que</b> or <b>lo que</b>.
55417,Complete the sentences with interrogative words or phrases.
55422,Write questions that correspond to these responses. Use each word or phrase from the word bank only once.
55444,Listen to the recordings. Answer each question you hear using a relative pronoun and the cues provided below. Repeat the correct response after the speaker.
55457,Look at the video still. What do you think this episode will be about? Imagine what Diego will say and write a two- or three-sentence introduction to this episode.
55460,Indicate whether each statement is <b>cierto</b> or <b>falso</b>.
55509,Escucha la conversación entre Virginia Cubillos y el doctor Dávila. Luego indica las frases que resumen (<i>sum up</i>) la conversación.
55511,
55512,Indica si las oraciones son <b>ciertas</b> o <b>falsas</b>.
55513,
55516,Completa las frases con el imperfecto.
55533,Responde a las preguntas según la información de la <popup>lectura</popup>. Usa oraciones completas.
55537,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup>.
55542,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup>.
55548,Completa las oraciones con palabras de la lista.
55551,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup>. 
55553,Escoge la opción correcta para completar cada oración.
55563,Label the parts of the body. Remember the definite articles.
55565,Create sentences with the elements provided and the imperfect tense.
55568,"Answer the questions negatively, using the imperfect tense. Make sure to include the direct object pronoun when needed. Follow the model."
55571,Write advertisements or signs for the situations described. Use impersonal constructions with <b>se</b>.
55576,Choose the correct form of the verb in parentheses and write it to complete the sentence.
55580,"Answer the questions, using the phrases in parentheses."
55585,"Unscramble the words about Argentina, Chile, Uruguay, Paraguay, and Bolivia, using the clues."
55591,"You will hear a series of words. In order, write each one in the appropriate category. "
55594,Listen to each sentence and select the verb tense you hear.
55599,Listen to each question and choose the most logical response.
55603,Choose the item that best fits the description.
55606,Number the sentences in the order in which they appear in the video.
55607,Put Silvina's actions in the correct order.
55608,Identify the main characteristics of the health system in Argentina. Use these guiding questions.
55609,You were exploring the city of Buenos Aires when an aggressive pedestrian knocked you to the ground. You arrived in great pain at the guardia only to find the wait very long. Write your conversation with a nurse in which you explain your symptoms to convince him/her that this is <b>not</b> a minor accident and you should receive immediate care.
55612,Click on the map pins to view additional information.
55615,Click on the map pins to view additional information.
55618,Click on the map pins to view additional information.
55621,Click on the map pins to view additional information.
55663,¿Recuerdas al chico en la plaza que le escribía un correo electrónico a su novio? Imagina que tú eres él y escríbele el correo a su novia contándole sobre la tecnología y la vida en la ciudad de Cuzco. Usa el pretérito para narrar en el pasado.
55687,Elige la palabra que mejor completa cada oración. Haz los cambios necesarios.
55690,Indicia cuál de las dos opciones resume mejor el episodio.
55696,Completa este párrafo con las formas correctas del pretérito o del imperfecto.
55698,Completa el diálogo con la forma correcta del pretérito o imperfecto de los verbos entre paréntesis.
55702,Completa este párrafo con las preposiciones <b>por</b> o <b>para</b>.
55705,Forma oraciones con estos elementos. Usa el presente y haz todos los cambios necesarios.
55711,Answer the questions with complete sentences.
55712,Complete the paragraph with words from the list. Conjugate verbs as appropriate.
55714,Complete the sentences correctly with imperfect or preterite forms of the verbs in parentheses.
55717,Complete the sentences with the expressions in the word bank. Note that you will use two of them twice.
55720,Complete the paragraph with <b>por</b> and <b>para</b>.
55723,Write the possessive adjectives in the blanks as indicated.
55726,Select the word that is not logically associated with each word you hear.
55729,You will hear some statements. Decide if they are <b>lógico</b> or <b>ilógico</b>.
55734,Listen to each statement and identify the verbs in the preterite and imperfect. Write them in the appropriate column.
55737,All of these statements about the video episode are false. Rewrite them so that they will be true.
55740,Complete this paragraph about technology in Peru.
55743,Watch Omar interview a young man and complete their conversation.
55792,Empareja cada palabra con su descripción.
55795,Busca información en Internet sobre las casas de Antoni Gaudí.
55796,
55799,Escoge la respuesta correcta según el episodio.
55822,Escribe los mandatos afirmativos y negativos en oraciones completas. Sigue el modelo.
55827,Indica el mandato (<i>command</i>) formal de cada verbo.
55829,Completa las oraciones con el subjuntivo de los verbos.
55832,Completa el párrafo con el presente del subjuntivo de los verbos entre paréntesis.
55854,Completa las frases con las palabras adecuadas según <popup>la lectura</popup>.
55871,Click on the map pins to view additional information.
55873,Escoge la opción que mejor completa cada oración. Consulta <popup>el mapa</popup> y la información geográfica de <b>Aventuras en los países hispanos</b>.
55874,Click on the map pins to view additional information.
55879,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup>.
55886,Completa el párrafo con las palabras de la lista.
55887,Click on the map pins to view additional information.
55889,Completa cada oración con la opción correcta según la información <popup>del mapa</popup>.
55894,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup>.
55899,Answer the questions with complete sentences.
55901,"Complete the sentences, describing the domestic activity in each drawing. Use the imperfect tense."
55906,"Complete the commands, using the verbs in parentheses."
55908,Write sentences using the elements provided and the present subjunctive of the verbs.
55911,"Read the following suggestions for buying a house. Then write a note to a friend, repeating the advice and using the present subjunctive of the verbs."
55912,"Imagine that you are going away for the weekend and you are letting some of your friends stay in your house. Write instructions for your houseguests asking them to take care of the house. Use formal commands, the phrases <b>Es bueno, Es mejor, Es importante, Es necesario,</b>  and <b>Es malo</b>, and the verbs <b>aconsejar, pedir, necesitar, prohibir, recomendar, rogar,</b>  and <b>sugerir</b> to describe how to make sure that your house is in perfect shape when you get home."
55915,Write the correct word for each clue given.
55919,Write a brief description for each of the words given.
55927,You will hear a series of words. Write the word that does not belong in each series.
55930,Listen to the recording. You will hear five sentences. Each will be said twice. Listen carefully and write what you hear.
55933,Answer the following questions about this video episode in Spanish.
55935,Select <b>sí</b> for the verbs you hear while watching the video.
55943,Click on the map pins to view additional information.
55947,Indica el presente del subjuntivo de estos verbos.
55952,"For each drawing, you will hear three statements. Choose the one that corresponds to the drawing."
55960,Listen as señora Jiménez talks about a party she has planned. Then answer the questions below.
55961,Elige la opción que mejor completa la oración. Consulta <popup>el mapa</popup>.
55963,Elige la palabra que mejor completa cada oración. Consulta <popup>el mapa</popup>.
55966,Listen as Susana describes what happened between her and Pedro. Then answer the questions.
55968,Listen to this description and fill in the missing words.
55971,"For each drawing, you will hear two statements. Choose the one that corresponds to the drawing."
55986,Listen to this description of Ángela's medical problem and write the missing words.
56005,Answer the questions with complete sentences.
56014,
60000,
60001,
60002,
60003,
