word,definition,English translation,lesson,tags
comprendre,,to understand,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Verbes;verb
compris,,included,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;adjective
conduire,,to drive,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Verbes en -re;verb
connaître,,"to know, to be familiar with",Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Verbes;verb
considérer,,to consider,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Verbes;verb
constamment,,constantly,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbs;adverb
construire,,to build; to construct,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Verbes en -re;verb
continuer (à),,to continue (to),Leçon_11A; Leçon_12B,Espaces;Unité_11;Leçon_11A;La technologie;Prepositions with the infinitive;Unité_12;Leçon_12B;En ville;Retrouver son chemin;verb
courageuse,,"courageous, brave (f.)",Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
courageux,,"courageous, brave (m.)",Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
couramment,,fluently,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbs;adverb
courir,,to run,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Verbes irréguliers en –ir;verb
court ,,short (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs descriptifs;adjective
courte,,short (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs descriptifs;adjective
coûter,,to cost,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;verb
couvrir,,to cover,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;Verbes;verb
croire (que…),,to believe (that…),Leçon_15A; Leçon_12A,Espaces;Unité_15;Leçon_15A;Les arts;Expressions de doute et de certitude;phrase;Unité_12;Leçon_12A;En ville;Verbes;verb
cruel,,cruel (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
cruelle,,cruel (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
cuisiner,,to cook,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les repas;verb
curieuse,,curious (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs irréguliers;adjective
curieux,,curious (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs irréguliers;adjective
d’accord,,"OK, all right",Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Vocabulaire supplémentaire;phrase
d’autres,,others,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Expressions de quantité;adverb
d'abord,,first,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbes et locutions de temps;adverb
dans ,,in,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Prepositions of Location;preposition
dans la maison,,inside the house,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Prepositions;phrase
dans la ville,,within the town,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Prepositions;phrase
dans Paris,,within Paris,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Prepositions;phrase
danser,,to dance,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Activités;verb
de l',,"some, any (sing. noun beginning with a vowel)",Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Partitives;adverb;preposition
de la,,"some, any (f. sing)",Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Partitives;adverb;preposition
de la monnaie,,change,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
de l'après-midi,,in the afternoon,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Telling time;phrase
De quelle couleur...?,,In what color…?,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les couleurs;phrase
De rien.,,You're welcome.,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Expressions de la politesse;phrase
débarrasser la table,,to clear the table,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les tâches ménagères;phrase
décembre,,December,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;noun"
décider de,,to decide to,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;Prepositions with the infinitive;phrase
découvrir,,to discover,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;Verbes;verb
décrire,,to describe,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Verbes irréguliers;verb
décrocher,,to pick up,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Au téléphone;verb
déjà,,already,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;La fréquence;adverb
déjeuner,,to eat lunch,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Activités;verb
demain,,tomorrow,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
demain après-midi,,tomorrow afternoon,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
demain matin,,tomorrow morning,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
demain soir,,tomorrow evening,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
demander (que…),,to ask (that…),Leçon_14B; Leçon_2B,Espaces;Unité_14;Leçon_14B;L'espace vert;Verbes de volonté;phrase;Unité_2;Leçon_2B;À la fac;L'université;verb
démarrer,,to start up,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;verb
déménager,,to move out,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;verb
démissionner,,to resign,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;verb
dépasser,,to go over; to pass,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;verb
dépenser de l'argent,,to spend money ,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Activités;phrase
déposer de l’argent,,to deposit money,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;phrase
déprimé,,depressed (m.),Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;adjective
déprimée,,depressed (f.),Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;adjective
depuis [+ time],,since,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Autres mots et locutions;adverb
dernier,,last (m.),Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;adjective
dernière,,last (f.),Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;adjective
derrière,,behind,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Prepositions of Location;preposition
des baskets,,tennis shoes,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
des déchets toxiques,,toxic waste ,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
des écouteurs,,headphones ,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
des frites,,French fries ,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
des gens,,people,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
des haricots verts,,green beans ,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
des indications,,directions,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
des jeunes mariés,,newlyweds,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Les relations;noun
des lunettes ,,glasses,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
des lunettes de soleil,,sunglasses,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
des pâtes ,,pasta ,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Autres aliments;noun
des petits pois,,peas ,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
dès que,,as soon as,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Vocabulaire supplémentaire;adverb
des soldes,,sales,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
des vacances,,vacation ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les vacances;noun
des vêtements,,clothing ,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
désagréable,,unpleasant,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective
descendre (de),,to go down; to get off; to take down; to come down,Leçon_6B; Leçon_7A; Leçon_12B,Espaces;Unité_6;Leçon_6B;Les fêtes;Verbes en -re;Unité_7;Leçon_7A;En vacances;Verbes;verb;Unité_12;Leçon_12B;En ville;Retrouver son chemin
désirer (que…),,to want/desire that…,Leçon_14B; Leçon_5A,Espaces;Unité_14;Leçon_14B;L'espace vert;Verbes de volonté;phrase;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;verb
dessiner,,to draw,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;Verbes;verb
détester,,to hate,Leçon_2A; Leçon_11A,Espaces;Unité_2;Leçon_2A;À la fac;Verbes;verb;Unité_11;Leçon_11A;La technologie;Prepositions with the infinitive
détruire,,to destroy,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Verbes en -re;verb
deux,,two,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
deux cent quarante-cinq,,two hundred and forty-five,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Numbers 101 and higher;adjective
deux cents,,two hundred,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Numbers 101 and higher;adjective
deux fois,,two times; twice,Leçon_5A; Leçon_8B,Espaces;Unité_5;Leçon_5A;Les loisirs;La fréquence;adverb;Unité_8;Leçon_8B;Chez nous;Expressions that signal a past tense
deux mille,,two thousand,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Numbers 101 and higher;adjective
devant,,in front of ,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Prepositions of Location;preposition
développer,,to develop,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;verb
devenir,,to become,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Verbes;verb
devoir,,to have to (must); to owe,Leçon_9A; Leçon_11A,Espaces;Unité_9;Leçon_9A;La nourriture;Verbes;verb;Unité_11;Leçon_11A;La technologie;Prepositions with the infinitive
d'habitude,,usually,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Expressions that signal a past tense;adverb
différement,,differently,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbs;adverb
différent,,different (m.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective
différente,,different (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective
difficile,,difficult,Leçon_1B; Leçon_2A,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective;Unité_2;Leçon_2A;À la fac;Adjectifs et adverbes
dimanche,,Sunday,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
dîner,,to have dinner,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;L'université;verb
dire,,to say,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Verbes irréguliers;verb
diriger,,to manage,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;verb
discret,,discreet; unassuming (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
discrète,,discreet; unassuming (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
disques compacts,,compact discs ,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
divorcé,,divorced (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Vocabulaire supplémentaire;adjective
divorcée,,divorced (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Vocabulaire supplémentaire;adjective
divorcer,,to divorce,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Vocabulaire supplémentaire;verb
dix,,ten,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
dix-huit,,eighteen,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
dix-neuf,,nineteen,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
dix-sept,,seventeen,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
donc,,therefore,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbes et locutions de temps;adverb
donner,,to give,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;Verbes;verb
dont,,"of which, of whom",Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Pronoms relatifs;pronoun
dormir,,to sleep,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Verbes irréguliers en –ir;verb
douce,,sweet; soft (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
doué,,talented; gifted (m.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;adjective
douée,,talented; gifted (f.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;adjective
douter que...,,to doubt that…,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Expressions de doute et de certitude;phrase
doux,,sweet; soft (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
douze,,twelve,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Numbers 0-60;adjective
drôle,,funny,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs descriptifs;adjective
du,,"some, any (m. sing.)",Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Partitives;adverb;preposition
du matin,,in the morning,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Telling time;phrase
du soir,,in the evening,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Telling time;phrase
échouer,,to fail,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;L'université;verb
écologique,,ecological,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;adjective
écouter,,to listen (to),Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;L'université;verb
écrire,,to write,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Verbes irréguliers;verb
effacer,,to erase,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;verb
égoïste,,selfish,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective
élégant,,elegant (m.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective
élégante,,elegant (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Descriptive adjectives;adjective
elle,,she/it ,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Subject pronouns;pronoun
elles,,they (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Subject pronouns;pronoun
embaucher,,to hire,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;verb
emménager,,to move in,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;verb
emmener,,to take (someone),Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Verbes;verb
employer,,to use; to employ,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Verbes;verb
emprunter,,to borrow,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;verb
en,,in,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Prepositions of Location;preposition
en Allemagne,,to Germany,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en Angleterre,,to England,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en automne,,in the fall,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;phrase"
en avance,,early,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Telling time;adverb
en Belgique,,to Belgium,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en Chine,,to China,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en Espagne,,to Spain ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en été,,in the summer,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;phrase"
en face de,,"facing, across from",Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Prepositions of Location;preposition
en France,,to France,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en hiver,,in the winter ,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;phrase"
en Irlande,,to Ireland,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en Italie,,to Italy,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en plein air,,"outdoor, open-air",Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;La nature;adjective
en retard,,late,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Telling time;adverb
en Suisse,,to Switzerland,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
en ville,,in town,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Prepositions;phrase
enceinte,,pregnant,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;adjective
Enchanté.,,Delighted. (m.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les présentations;adjective
Enchantée.,,Delighted. (f.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les présentations;adjective
encore,,"again, still",Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;La fréquence;adverb
enfin,,"finally, at last",Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbes et locutions de temps;adverb
enfler,,to swell,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;verb
enlever la poussière,,to dust,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les tâches ménagères;phrase
ennuyeuse,,boring (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
ennuyeux,,boring (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
enregistrer,,to record,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;verb
enseigner,,to teach,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;L'université;verb
ensemble,,together,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Les relations;adverb
ensuite,,"then, next",Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbes et locutions de temps;adverb
entendre,,to hear,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Verbes en -re;verb
entre,,between,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Prepositions of Location;preposition
entrer,,to enter,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Verbes;verb 
envoyer,,to send,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Verbes;verb
épouser,,to marry,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Vocabulaire supplémentaire;verb
Espagne,,Spain ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;noun
espagnol,,Spanish (m.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Adjectives of nationality;adjective
espagnole,,Spanish (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Adjectives of nationality;adjective
espérer,,to hope,Leçon_5B; Leçon_11A,Espaces;Unité_5;Leçon_5B;Les loisirs;Verbes;verb;Unité_11;Leçon_11A;La technologie;Prepositions with the infinitive
essayer (de + inf.),,to try (to),Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Verbes;verb
essuie-glaces,,windshield wipers,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
essuyer la table,,to wipe the table,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les tâches ménagères;phrase
essuyer la vaisselle,,to dry the dishes,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les tâches ménagères;phrase
est,,east,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;adjective
Est-ce que/qu’...?,,question phrase,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;Des questions et des opinions;phrase
Et toi?,,And you? (fam.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les présentations;phrase
Et vous?,,And you? (form.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les présentations;phrase
États-Unis,,United States (m.),Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;noun
éteindre,,to turn off; to shut off,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;verb
éternuer,,to sneeze,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;verb
étranger,,foreign (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs irréguliers;adjective
